	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
TAF4B	84	54	87	61	59	142	170	50
TAF5	35	30	29	41	38	52	58	30
TAF5L	262	151	291	180	69	201	422	393
TAF6	224	169	307	247	310	329	269	303
TAF6L	193	131	139	147	105	131	181	135
TAF7	277	250	223	164	251	232	215	131
TAF8	177	150	230	152	153	211	182	221
TAF9	99	105	85	84	110	80	127	69
TAF9B	177	157	151	91	76	155	59	107
TAGAP	374	177	620	319	131	404	413	1643
TAGLN2	12398	6900	7958	4691	3668	6399	7581	3987
TALDO1	1431	1061	1029	840	786	990	900	821
TAMM41	126	105	91	88	119	124	62	54
TANGO2	207	116	252	126	144	154	139	141
TANGO6	222	120	185	132	147	129	208	153
TANK	645	531	955	293	335	555	840	441
TAOK1	137	121	247	214	313	145	182	202
TAOK2	157	125	183	151	119	159	144	202
TAOK3	315	457	470	707	618	430	635	776
TAP1	4091	1935	5495	3063	2178	3973	6486	5042
TAP2	2151	1720	2906	1415	1184	3039	2478	1997
TAPBP	6961	4023	5963	2957	2268	3543	4770	4582
TAPBPL	298	137	311	245	226	170	260	420
TAPT1	36	49	31	46	66	29	38	36
TARBP1	190	287	303	161	88	246	222	387
TARBP2	124	92	88	112	70	126	143	127
TARDBP	568	467	422	502	420	465	405	415
TARS	1575	1683	1406	1001	1269	1403	1266	678
TARS2	907	732	720	579	515	871	1083	592
TARSL2	42	28	41	56	73	44	72	47
TASP1	26	22	32	24	39	28	48	25
TATDN1	142	131	83	56	82	96	86	32
TATDN2	127	85	261	173	191	228	243	306
TATDN3	131	119	112	71	70	102	116	108
TAX1BP1	817	956	953	701	1109	869	825	603
TAZ	165	104	147	65	77	97	111	110
TBC1D1	420	329	657	638	470	390	1321	1053
TBC1D10A	361	166	442	220	186	159	236	385
TBC1D10B	237	176	228	256	199	187	189	284
TBC1D10C	173	49	205	95	92	113	143	219
TBC1D12	48	34	79	43	66	53	51	45
TBC1D13	150	202	176	115	121	116	165	156
TBC1D14	108	118	163	191	171	207	176	262
TBC1D15	185	337	199	235	316	183	168	175
TBC1D17	526	270	645	281	269	330	508	478
TBC1D19	68	47	43	58	52	54	65	23
TBC1D2	41	46	34	34	56	22	29	24
TBC1D20	89	48	87	114	93	101	110	123
TBC1D22A	390	229	435	316	375	426	359	391
TBC1D22B	423	249	366	216	162	306	474	328
TBC1D23	112	152	147	148	200	115	106	152
TBC1D24	77	55	105	48	60	54	44	90
TBC1D25	179	66	186	132	167	161	230	158
TBC1D2B	85	214	92	78	70	135	112	74
TBC1D31	68	68	39	68	55	56	56	54
TBC1D5	660	462	658	399	511	664	435	326
TBC1D7	103	72	55	52	45	69	66	44
TBC1D9	382	538	500	242	231	48	212	382
TBC1D9B	320	336	653	407	703	325	233	516
TBCA	188	498	113	190	251	242	107	107
TBCB	483	268	338	279	300	317	420	261
TBCC	178	93	195	123	134	134	251	174
TBCCD1	47	56	115	63	104	99	157	89
TBCD	327	317	373	274	311	436	384	386
TBCE	81	67	67	75	101	77	98	56
TBCEL	27	28	52	21	42	23	56	30
TBCK	152	91	219	95	181	176	163	126
TBK1	462	421	311	269	281	246	241	211
TBL1X	81	37	86	88	143	131	107	38
TBL1XR1	549	542	735	460	938	594	738	426
TBL2	204	143	136	122	133	136	150	112
TBL3	517	364	328	339	228	300	332	431
TBP	193	147	182	134	149	154	127	124
TBPL1	63	57	45	37	60	52	52	23
TBRG1	130	77	101	161	121	110	171	133
TBRG4	559	324	464	302	351	448	545	335
TCAF1	116	95	85	76	77	120	62	42
TCEA1	809	1872	724	720	916	924	1000	332
TCEA2	59	48	53	57	65	62	94	61
TCEAL4	96	115	115	58	96	131	52	95
TCEAL8	93	125	57	97	73	54	64	83
TCEANC2	99	106	63	68	36	68	33	62
TCEB1	331	353	225	343	355	358	261	184
TCEB2	1172	935	699	852	673	927	1284	644
TCEB3	560	292	408	458	504	471	439	312
TCERG1	786	487	610	600	649	687	671	484
TCF12	367	238	456	227	359	368	395	205
TCF19	28	58	101	146	113	183	70	247
TCF20	375	331	502	547	481	633	637	643
TCF25	745	483	656	531	737	619	780	458
TCF3	772	336	660	533	718	581	584	478
TCF4	2137	680	3974	1020	643	1334	1134	2920
TCF7	318	143	150	202	360	327	419	61
TCFL5	291	31	312	113	201	219	650	150
TCHP	85	118	74	62	57	58	70	62
TCIRG1	353	180	525	284	346	297	420	495
TCL1A	353	64	186	320	346	208	218	346
TCOF1	545	475	465	438	317	551	632	564
TCP1	1039	1235	764	1144	1135	1342	1278	739
TCP11L1	118	80	147	68	116	92	84	78
TCP11L2	27	174	44	40	83	22	57	49
TCTEX1D2	64	75	37	51	30	59	53	35
TCTN1	298	273	418	73	71	425	184	67
TCTN3	413	152	366	170	290	184	317	162
TDG	131	352	100	180	152	124	125	94
TDP1	169	155	205	169	223	207	230	190
TDP2	245	198	375	190	291	229	331	268
TDRD3	99	107	135	87	110	114	185	96
TDRD7	274	272	341	237	329	236	357	228
TDRKH	117	263	112	99	117	78	85	90
TEAD2	901	94	953	171	148	350	338	421
TECPR1	103	55	98	85	81	74	61	85
TECPR2	102	58	64	72	91	41	49	44
TECR	307	310	229	227	144	197	177	224
TEFM	79	48	58	50	52	59	34	44
TELO2	220	195	149	152	107	131	120	199
TEP1	579	260	895	403	430	437	500	804
TERF1	75	82	81	55	56	58	74	46
TERF2	397	360	333	307	338	381	301	362
TERF2IP	714	349	569	361	468	401	329	337
TES	44	303	170	132	324	60	115	127
TESC	700	832	383	242	218	255	482	427
TESK1	95	44	146	165	393	166	175	108
TESPA1	79	85	208	135	227	118	149	201
TET2	43	69	299	107	253	169	110	422
TET3	332	105	343	201	182	168	176	325
TEX10	330	277	291	217	244	244	286	178
TEX2	113	129	102	174	131	155	137	168
TEX261	178	127	137	122	107	112	168	111
TEX264	232	161	205	162	139	148	204	222
TFAM	292	442	215	231	230	207	161	187
TFAP4	100	110	93	89	52	103	100	137
TFB1M	107	102	107	74	129	105	73	86
TFB2M	183	199	129	146	141	150	147	127
TFCP2	222	256	168	125	143	116	124	121
TFDP1	290	451	224	409	283	381	350	298
TFDP2	232	176	378	156	197	225	191	231
TFE3	239	138	315	225	189	287	306	294
TFEB	588	191	742	336	975	441	408	349
TFG	1043	818	734	582	592	498	414	496
TFIP11	493	366	558	346	442	392	421	380
TFPT	103	49	84	96	65	112	123	111
TFRC	3524	2816	3869	1400	1857	1854	1923	1418
TGDS	47	90	63	49	70	60	37	55
TGFB1	744	277	677	822	695	818	1611	812
TGFBR1	170	203	133	144	189	118	138	87
TGFBR2	291	99	605	216	281	203	226	453
TGFBRAP1	244	123	208	205	166	182	229	229
TGIF1	197	80	212	159	492	72	257	104
TGIF2	110	56	145	84	81	108	160	129
TGOLN2	1363	810	1118	501	542	525	532	665
TGS1	212	272	255	235	268	264	230	226
THADA	235	297	218	201	242	260	211	167
THAP1	67	75	85	45	63	50	66	47
THAP11	212	129	191	143	126	141	154	176
THAP3	64	32	57	30	24	24	30	55
THAP4	124	84	138	144	168	148	145	159
THAP5	98	99	92	26	72	74	39	20
THAP7	91	61	88	124	71	101	141	201
THBS1	314	125	50	263	47	129	79	70
THBS3	31	26	29	57	36	29	37	52
THEM4	27	104	71	31	34	49	43	51
THEMIS2	355	875	322	452	929	170	255	245
THG1L	303	224	198	172	149	257	269	156
THOC1	255	195	198	170	232	169	123	129
THOC2	396	472	532	341	610	415	423	364
THOC5	234	283	306	290	261	340	379	371
THOC6	122	123	98	109	76	132	155	138
THOC7	288	266	203	240	224	280	228	197
THOP1	1450	596	653	1069	580	1011	1017	882
THRAP3	1897	1907	1997	1617	1863	1777	2001	1428
THUMPD1	148	155	163	101	142	123	85	122
THUMPD3	139	175	149	140	170	150	168	136
THYN1	215	217	222	159	176	167	114	178
TIA1	250	151	217	155	191	156	128	133
TIAL1	539	358	491	401	430	448	494	420
TICAM1	211	75	388	179	301	265	256	345
TIFA	546	260	530	201	308	338	378	176
TIGAR	118	173	77	88	138	82	71	27
TIMELESS	299	685	286	717	393	701	295	674
TIMM10	200	163	103	102	72	116	60	126
TIMM10B	187	117	121	93	60	63	126	105
TIMM13	176	181	75	142	57	100	211	138
TIMM17A	227	202	180	177	353	108	94	142
TIMM17B	265	181	343	239	201	313	376	332
TIMM21	28	69	37	41	33	66	67	49
TIMM22	43	57	27	51	41	49	71	43
TIMM23	153	229	157	168	190	154	182	106
TIMM44	128	193	90	152	122	134	180	126
TIMM50	389	289	210	304	224	314	307	277
TIMM8B	101	106	84	78	66	93	79	58
TIMM9	106	82	62	57	61	97	57	34
TIMMDC1	108	211	283	110	229	179	175	210
TIMP2	197	267	136	199	37	165	127	459
TINF2	493	240	537	379	356	512	746	609
TIPARP	60	106	84	87	177	69	82	73
TIPIN	67	217	74	129	98	217	61	92
TIPRL	274	279	264	271	520	198	188	149
TJAP1	201	141	187	140	166	147	183	172
TJP2	508	271	673	219	236	82	127	397
TK1	40	453	41	333	105	222	37	350
TKFC	195	188	148	133	116	163	164	144
TKT	1001	1447	829	1355	1486	1233	1305	1293
TLE1	68	322	36	221	57	107	84	186
TLE3	561	239	498	319	351	376	327	399
TLE4	450	151	634	219	145	548	539	464
TLK1	251	244	445	296	355	405	563	429
TLK2	107	214	124	173	172	214	211	86
TLN1	9381	5088	7880	5603	6822	5316	5831	4587
TLR10	67	60	111	84	185	127	75	79
TLR6	30	47	73	28	68	104	68	31
TLR7	659	379	720	274	70	527	1056	750
TLR9	509	264	497	217	248	199	98	555
TM2D1	132	78	130	160	154	134	174	109
TM2D2	97	61	99	50	70	64	97	55
TM2D3	223	135	190	101	120	124	210	96
TM7SF2	88	54	49	49	29	48	132	70
TM7SF3	74	107	112	94	86	81	125	122
TM9SF1	286	219	212	300	252	221	259	243
TM9SF2	1492	1766	1986	1073	1542	1249	1132	1064
TM9SF3	478	470	409	472	527	395	583	383
TM9SF4	654	498	566	426	475	390	469	502
TMA16	128	136	91	72	41	127	67	94
TMA7	138	331	159	128	132	242	150	134
TMBIM1	397	260	410	240	376	311	247	191
TMBIM4	401	446	485	256	282	180	274	376
TMBIM6	6023	7030	4219	2294	3286	2543	1985	1371
TMC6	857	335	1067	427	656	619	785	592
TMC8	339	113	484	165	330	171	212	283
TMCC1	40	30	93	61	93	63	73	86
TMCC3	153	66	175	222	341	174	228	121
TMCO1	343	348	331	208	347	183	164	159
TMCO3	50	69	100	78	142	122	128	70
TMCO4	102	79	140	94	85	101	113	164
TMCO6	75	69	55	57	54	44	25	73
TMED1	32	35	30	42	23	24	44	71
TMED10	794	804	500	591	633	488	499	450
TMED2	505	593	298	578	555	310	353	356
TMED3	213	98	128	211	114	92	266	227
TMED4	285	238	284	193	174	240	234	283
TMED5	332	339	268	277	332	211	205	217
TMED8	500	299	494	336	170	519	530	718
TMED9	720	573	621	551	507	357	496	681
TMEM101	172	130	183	113	117	167	199	157
TMEM102	153	86	147	90	127	98	126	86
TMEM104	89	61	99	46	47	62	54	53
TMEM106A	31	41	67	29	44	36	32	44
TMEM106B	79	89	82	80	68	79	61	89
TMEM106C	34	80	30	87	59	114	63	92
TMEM109	977	601	784	397	435	599	428	421
TMEM11	122	92	111	160	94	117	172	183
TMEM115	119	75	110	91	82	65	99	106
TMEM120A	877	133	602	280	844	208	4341	326
TMEM123	1508	1274	1098	678	1407	541	806	399
TMEM126A	59	41	49	40	59	47	40	30
TMEM126B	76	58	82	49	63	57	39	46
TMEM127	270	162	287	133	144	158	145	150
TMEM128	99	65	74	62	60	51	59	51
TMEM129	64	42	84	57	33	52	70	140
TMEM131	1207	796	1928	888	2053	1135	1695	789
TMEM134	46	22	64	123	123	116	188	184
TMEM135	95	141	86	86	80	69	76	78
TMEM138	57	38	57	49	66	24	51	55
TMEM140	92	56	133	92	112	85	156	101
TMEM147	403	192	321	189	186	289	473	293
TMEM14A	251	94	205	68	50	261	69	71
TMEM14B	115	195	77	79	63	96	73	66
TMEM14C	133	265	112	97	121	106	42	115
TMEM150A	82	20	42	45	31	32	91	29
TMEM154	262	131	366	82	91	82	98	164
TMEM160	200	58	123	99	64	102	142	186
TMEM161A	107	71	88	50	48	75	94	68
TMEM161B	42	68	64	37	62	46	80	26
TMEM164	135	101	116	100	85	129	67	84
TMEM165	305	310	339	209	241	178	234	291
TMEM167A	80	107	47	84	79	57	37	41
TMEM167B	104	89	77	57	94	70	26	48
TMEM168	64	108	62	84	64	86	69	85
TMEM170A	143	50	106	61	63	68	107	50
TMEM175	68	34	103	46	35	68	71	94
TMEM179B	278	255	202	178	143	191	285	245
TMEM18	94	124	59	123	46	95	147	153
TMEM181	32	67	66	54	70	51	58	87
TMEM184B	126	77	103	175	110	118	89	183
TMEM184C	78	84	128	50	81	83	139	70
TMEM185A	100	67	96	88	75	65	121	68
TMEM185B	99	85	92	83	101	83	87	81
TMEM186	40	37	30	35	33	31	52	34
TMEM19	160	116	122	157	144	115	145	134
TMEM192	67	39	55	44	61	40	37	46
TMEM199	157	117	97	83	94	74	77	77
TMEM2	177	111	251	285	211	236	223	471
TMEM201	44	72	39	72	90	54	33	55
TMEM203	81	43	70	71	62	97	113	89
TMEM205	250	180	182	177	164	185	250	223
TMEM206	161	159	160	100	162	107	61	113
TMEM208	149	104	89	90	62	88	101	105
TMEM209	320	596	367	264	325	434	275	252
TMEM214	539	367	536	550	555	315	434	661
TMEM218	42	36	34	21	36	38	22	20
TMEM219	105	64	177	131	213	163	288	229
TMEM222	113	68	114	82	85	73	132	95
TMEM223	51	53	50	57	51	77	112	79
TMEM230	217	226	229	115	102	171	180	170
TMEM243	288	57	241	109	88	130	205	168
TMEM245	244	235	359	310	377	290	366	334
TMEM248	465	487	580	345	493	396	480	463
TMEM251	73	44	43	60	38	52	48	45
TMEM256	163	90	79	102	58	107	187	136
TMEM258	735	513	513	340	421	323	317	376
TMEM259	415	265	516	381	391	326	408	624
TMEM261	170	81	119	57	62	109	61	103
TMEM263	59	46	59	70	61	34	37	86
TMEM30A	525	631	489	430	421	371	407	378
TMEM33	138	199	150	118	165	110	94	124
TMEM39A	146	112	157	135	233	113	175	113
TMEM39B	142	143	158	114	109	142	143	148
TMEM41A	65	51	51	45	45	36	37	49
TMEM41B	101	236	140	80	119	76	43	84
TMEM43	645	286	481	239	319	279	286	225
TMEM5	33	32	24	43	31	27	68	44
TMEM50A	430	586	490	313	484	316	225	249
TMEM50B	174	132	105	134	97	125	129	125
TMEM55A	52	25	64	28	67	30	22	34
TMEM55B	579	300	465	296	266	287	303	472
TMEM57	480	269	487	208	223	317	485	214
TMEM59	765	494	531	494	415	363	598	448
TMEM60	152	69	110	83	83	65	68	71
TMEM62	52	70	73	75	77	57	86	112
TMEM63A	102	69	161	114	100	98	123	274
TMEM63B	337	207	338	245	168	311	514	267
TMEM68	46	53	47	43	77	55	61	26
TMEM69	126	134	107	65	118	83	99	66
TMEM70	177	97	144	130	121	120	100	140
TMEM71	57	77	28	28	56	29	29	31
TMEM87A	523	403	365	306	255	216	252	285
TMEM87B	414	369	564	271	392	328	409	321
TMEM8A	128	71	212	133	158	183	183	194
TMEM9	284	313	214	100	142	71	136	113
TMEM97	61	137	47	71	58	65	72	102
TMEM9B	116	117	112	101	109	67	86	119
TMF1	291	541	419	360	639	336	520	289
TMLHE	148	78	96	57	65	70	71	50
TMOD2	44	27	52	35	112	46	44	20
TMOD3	455	603	489	342	495	403	264	269
TMPO	1112	1932	993	1449	1197	1019	804	1268
TMPPE	127	132	145	114	101	109	103	115
TMSB10	2799	3513	3670	1687	1296	2349	2838	2002
TMSB4X	20982	39646	10882	8081	10760	13004	5501	2580
TMUB1	162	84	260	198	244	217	389	324
TMUB2	88	46	98	41	50	31	65	70
TMX1	292	404	310	473	331	324	558	502
TMX2	281	349	276	226	205	286	287	232
TMX3	154	189	107	144	169	114	82	68
TMX4	88	107	72	111	93	91	100	82
TNF	634	118	482	349	266	624	915	344
TNFAIP1	83	55	66	93	96	60	81	79
TNFAIP2	599	2026	247	442	330	405	180	252
TNFAIP3	10348	4089	7515	3770	3481	6656	6449	3449
TNFAIP8	563	538	783	356	634	505	289	377
TNFAIP8L1	83	32	37	61	30	20	38	59
TNFAIP8L2	50	68	53	31	59	68	43	29
TNFRSF10A	161	170	163	123	96	125	151	191
TNFRSF10B	299	192	465	130	298	220	236	180
TNFRSF13C	364	226	388	193	342	178	381	247
TNFRSF14	432	196	634	659	513	899	1661	982
TNFRSF18	118	57	286	59	170	120	136	58
TNFRSF1B	243	1127	479	405	478	116	143	1217
TNFRSF8	507	678	294	277	152	535	384	233
TNFRSF9	653	1184	305	99	91	459	237	22
TNFSF9	170	102	201	40	69	111	76	51
TNIP1	2789	1930	3504	2584	2575	2863	4001	2660
TNIP2	138	117	104	124	151	158	231	80
TNK2	183	81	187	113	86	106	119	201
TNKS	248	168	260	240	271	290	248	196
TNKS1BP1	406	169	232	139	178	161	175	102
TNKS2	506	284	1942	154	739	344	633	890
TNPO1	750	1115	927	802	869	812	824	688
TNPO2	614	398	541	607	597	654	771	477
TNPO3	696	555	555	485	706	505	711	304
TNRC18	317	190	241	197	206	169	149	168
TNRC6A	348	183	888	374	381	572	661	724
TNRC6B	505	273	796	388	431	389	510	634
TNRC6C	36	44	114	65	90	59	45	209
TNS3	418	224	237	329	115	74	257	830
TOB1	87	69	87	102	144	71	69	89
TOB2	241	128	288	196	424	193	159	122
TOE1	122	108	88	125	95	99	89	141
TOLLIP	335	160	228	138	182	108	124	122
TOM1	681	546	681	252	196	203	244	733
TOM1L2	61	55	85	67	94	59	56	67
TOMM20	206	452	155	232	137	356	578	216
TOMM22	373	304	206	194	158	218	291	204
TOMM34	181	223	115	126	138	98	129	103
TOMM40	147	209	91	275	107	215	220	192
TOMM40L	31	27	40	67	48	61	67	70
TOMM5	222	295	169	166	166	199	179	215
TOMM6	1248	678	433	472	323	500	288	383
TOMM7	287	206	244	250	207	256	405	347
TOMM70A	485	512	472	536	559	555	487	410
TONSL	114	122	109	174	81	223	77	271
TOP1	1531	1703	1513	1413	1570	1647	1085	1140
TOP1MT	194	95	239	108	114	213	282	290
TOP2A	156	2149	242	1587	1026	736	211	1314
TOP2B	1457	1391	962	1032	1558	1038	1505	576
TOP3A	150	244	171	221	186	234	158	224
TOP3B	131	105	144	124	91	121	120	188
TOPBP1	314	360	378	486	433	539	547	508
TOPORS	203	173	214	178	267	191	242	150
TOR1A	85	126	105	95	106	116	132	122
TOR1AIP1	875	733	979	534	544	557	559	804
TOR1AIP2	325	186	366	216	370	299	276	202
TOR1B	79	97	108	72	67	85	74	108
TOR2A	48	22	50	49	34	73	95	76
TOR3A	335	241	510	258	356	276	338	391
TOR4A	44	51	41	42	26	33	44	48
TOX2	339	243	829	85	448	106	278	315
TOX4	576	422	631	347	448	391	414	363
TP53	923	813	1283	743	808	1193	1041	1139
TP53BP1	517	371	644	427	908	454	471	384
TP53BP2	1083	577	1235	468	574	751	903	559
TP53I11	148	64	221	74	199	98	63	113
TP53I13	98	48	126	64	50	91	105	155
TP53INP1	109	72	69	71	30	45	115	70
TP53RK	98	54	111	57	51	87	86	82
TPCN1	120	122	125	191	286	138	120	275
TPCN2	80	75	60	46	204	52	39	26
TPD52	306	230	227	133	221	145	149	133
TPD52L2	358	387	286	269	324	202	204	194
TPGS2	59	127	73	108	126	118	141	99
TPI1	2434	4675	815	2160	905	1683	1404	906
TPM1	86	51	34	76	22	74	117	34
TPM3	3056	4247	2767	2958	3350	2666	1875	1411
TPM4	1425	1439	676	955	355	1670	2418	529
TPMT	60	48	44	22	21	44	33	26
TPP1	2213	1454	2276	882	916	951	956	1442
TPP2	436	466	299	337	611	485	436	116
TPR	1726	2484	1468	1628	2872	2006	1341	811
TPRA1	73	68	64	89	138	85	78	85
TPRG1L	199	73	199	62	131	89	87	59
TPRKB	35	67	39	49	48	32	34	39
TPRN	43	52	44	44	43	54	43	36
TPST2	29	25	64	52	76	37	73	105
TPT1	963	812	1167	887	1821	1510	2986	716
TPX2	76	571	95	539	313	239	77	398
TRA2A	530	584	544	357	462	489	407	243
TRA2B	980	991	755	842	891	985	735	572
TRABD	203	176	276	242	356	344	288	263
TRADD	291	159	176	180	145	212	239	134
TRAF1	11588	4596	6723	4045	2650	4827	5534	4209
TRAF2	272	155	241	175	153	207	352	193
TRAF3	154	120	214	248	333	174	298	315
TRAF3IP1	33	31	34	36	43	34	80	33
TRAF3IP2	90	91	92	68	45	106	52	191
TRAF3IP3	399	234	641	251	365	254	262	418
TRAF4	413	117	408	377	516	313	483	468
TRAF5	243	172	295	174	277	205	213	204
TRAF6	279	139	204	118	132	144	122	109
TRAF7	285	269	480	589	777	659	960	698
TRAFD1	401	544	472	720	569	270	440	796
TRAIP	27	67	29	48	45	65	25	42
TRAK1	512	143	718	260	332	277	375	438
TRAK2	30	62	98	88	142	81	148	106
TRAM1	494	710	768	448	793	314	672	582
TRANK1	463	195	1410	537	835	1255	616	1535
TRAP1	673	738	509	545	446	992	940	547
TRAPPC1	1564	790	887	539	585	784	732	410
TRAPPC10	456	396	1009	485	576	538	525	940
TRAPPC11	356	303	375	218	337	267	309	174
TRAPPC12	460	296	490	350	325	392	506	476
TRAPPC13	87	79	82	75	138	59	62	59
TRAPPC2L	205	89	135	81	86	97	139	93
TRAPPC3	427	240	260	189	181	163	228	206
TRAPPC4	430	244	272	314	270	319	226	292
TRAPPC5	250	133	157	293	179	296	332	242
TRAPPC6A	133	76	137	47	74	93	106	84
TRAPPC6B	41	51	35	41	51	38	54	21
TRAPPC8	341	281	413	271	441	210	325	276
TRAPPC9	514	333	333	301	332	324	398	283
TREX1	214	92	306	111	106	131	400	270
TRIAP1	107	71	42	62	29	54	75	42
TRIB1	93	116	72	132	232	59	90	75
TRIB3	146	344	321	141	640	245	237	99
TRIM11	116	91	85	84	49	77	73	88
TRIM13	70	111	139	67	112	75	72	55
TRIM21	166	83	220	216	191	202	282	262
TRIM22	426	239	691	431	310	729	791	641
TRIM23	70	70	56	78	66	56	57	59
TRIM24	222	211	229	170	172	244	219	158
TRIM25	353	488	450	252	135	336	288	412
TRIM26	388	302	464	351	277	449	423	428
TRIM27	506	253	363	344	324	312	371	363
TRIM28	3202	2628	1897	2666	1661	2135	2226	2408
TRIM32	91	54	64	60	69	68	69	44
TRIM33	452	431	606	467	601	426	449	509
TRIM35	115	114	119	89	107	105	119	81
TRIM37	62	73	81	75	77	109	156	95
TRIM38	204	142	300	175	293	149	206	176
TRIM4	152	181	250	134	183	185	254	174
TRIM41	118	52	98	107	98	75	110	113
TRIM44	246	187	247	148	160	202	197	179
TRIM5	86	64	144	68	105	89	88	117
TRIM52	48	24	91	22	35	33	27	46
TRIM56	144	89	127	68	58	94	92	86
TRIM59	77	83	50	69	65	39	59	44
TRIM65	91	74	90	83	64	95	79	115
TRIM68	46	48	67	32	48	42	51	35
TRIM8	260	160	251	309	203	156	225	347
TRIO	219	621	374	168	1067	91	216	64
TRIOBP	109	101	129	170	140	117	109	191
TRIP10	3370	1084	1971	1274	1866	1678	2005	828
TRIP11	235	223	279	232	313	264	308	176
TRIP12	1711	1489	2030	1698	2078	1933	2155	1557
TRIP4	272	270	232	215	249	201	189	146
TRIP6	41	28	46	86	100	55	80	94
TRIT1	87	66	58	56	83	72	98	41
TRMT1	350	211	256	301	265	375	486	276
TRMT10B	25	24	41	23	26	31	43	41
TRMT10C	166	252	112	164	145	165	172	121
TRMT11	91	57	75	53	59	81	108	42
TRMT112	1010	734	794	428	361	523	583	538
TRMT12	41	24	57	32	41	47	64	48
TRMT13	74	55	58	36	44	75	43	28
TRMT1L	390	235	460	186	443	243	187	172
TRMT2A	162	80	146	103	81	121	142	164
TRMT2B	71	80	122	66	60	99	126	158
TRMT44	61	56	65	67	57	51	64	88
TRMT5	94	122	89	107	116	97	123	95
TRMT6	176	224	139	194	286	203	209	136
TRMT61A	132	76	78	65	34	68	117	85
TRMT61B	146	88	95	58	47	87	114	79
TRMU	51	48	62	47	39	60	80	68
TRNAU1AP	152	117	114	122	116	87	104	101
TRNT1	213	271	227	194	180	346	231	166
TROVE2	859	844	1164	520	1223	829	732	427
TRPC4AP	1354	667	1037	830	952	896	957	767
TRPM7	186	337	479	365	548	477	643	440
TRPT1	83	52	79	62	56	96	85	95
TRPV2	541	232	568	356	486	266	270	359
TRRAP	1725	1171	2169	1156	1183	1271	1533	1506
TRUB1	35	61	76	57	58	85	108	104
TRUB2	205	186	137	94	94	110	104	128
TSC1	164	111	236	131	189	131	143	161
TSC2	368	231	414	357	366	362	418	433
TSC22D2	386	214	370	288	382	288	234	238
TSC22D3	107	49	88	30	76	55	20	33
TSC22D4	238	120	240	307	311	273	351	296
TSEN15	122	202	144	139	136	144	216	89
TSEN34	270	121	172	149	109	209	206	177
TSEN54	90	46	66	91	110	74	81	75
TSFM	332	554	155	224	157	232	213	174
TSG101	437	400	497	258	380	247	257	311
TSHZ1	54	35	77	108	82	73	81	111
TSN	593	521	322	426	365	381	218	251
TSNAX	284	355	304	140	185	222	135	149
TSPAN14	40	159	38	70	89	21	22	69
TSPAN17	48	22	49	92	80	62	103	82
TSPAN3	466	417	350	285	295	439	226	259
TSPAN31	261	207	182	172	165	196	204	159
TSPAN33	963	337	800	411	768	487	970	391
TSPO	232	99	112	181	103	195	240	137
TSPYL1	1148	490	774	413	354	621	393	377
TSPYL2	117	187	179	195	281	238	124	210
TSPYL4	133	52	149	68	90	147	123	69
TSR1	536	479	470	410	387	532	786	489
TSR2	369	142	158	203	99	183	144	211
TSR3	234	109	119	234	120	232	372	238
TSSC1	203	157	173	235	178	289	402	235
